chr1	664621	764620	NaN	0	0
chr1	764621	864620	NaN	0	0
chr1	864621	964620	3.376126e+02	0	0
chr1	964621	1064620	1.949622e+02	0	0
chr1	1064621	1164620	1.040404e+02	0	0
chr1	1164621	1264620	7.955904e+01	1	0
chr1	1264621	1364620	9.222016e+01	0	0
chr1	1364621	1464620	9.913025e+01	0	0
chr1	1464621	1564620	1.067028e+02	0	1
chr1	1564621	1668561	1.550873e+02	0	0
chr1	1668562	1768561	2.321351e+02	0	0
chr1	1768562	1868561	2.894461e+02	0	0
chr1	1868562	1968561	2.377371e+02	0	0
chr1	1968562	2068561	1.240407e+02	0	0
chr1	2068562	2168561	1.063578e+02	0	0
chr1	2168562	2268561	1.253192e+02	0	0
chr1	2268562	2368561	1.179725e+02	0	0
chr1	2368562	2468561	1.148571e+02	0	1
chr1	2468562	2568561	1.515784e+02	0	1
chr1	2568562	2668561	2.027388e+02	0	1
chr1	2783456	2883435	3.746992e+02	0	1
chr1	2883436	2983436	4.679779e+02	0	1
chr1	2983437	3083436	5.574686e+02	0	1
chr1	3083437	3183436	5.757387e+02	0	0
chr1	3183437	3283436	5.366152e+02	1	0
chr1	3283437	3383436	4.849120e+02	1	0
chr1	3383437	3483436	4.145490e+02	1	0
chr1	3483437	3583436	3.342280e+02	0	0
chr1	3583437	3683436	3.217456e+02	0	0
chr1	3683437	3783436	3.585803e+02	0	0
chr1	3783437	3883436	4.076239e+02	0	0
chr1	3939941	4039940	3.477784e+02	0	1
chr1	4039941	4139940	4.877566e+02	0	1
chr1	4139941	4239940	6.371473e+02	0	1
chr1	4239941	4339940	7.374901e+02	0	1
chr1	4339941	4439940	7.980827e+02	0	1
chr1	4439941	4539940	8.454335e+02	0	1
chr1	4539941	4639940	8.733396e+02	0	1
chr1	4639941	4739940	8.528593e+02	0	0
chr1	4739941	4839940	8.564477e+02	0	0
chr1	4839941	4939940	9.147807e+02	0	0
chr1	4939941	5039940	9.471405e+02	0	0
chr1	5039941	5139940	9.530105e+02	0	0
chr1	5139941	5239940	9.250159e+02	1	0
chr1	5239941	5339940	8.735589e+02	1	0
chr1	5339941	5439940	8.196064e+02	1	0
chr1	5439941	5539940	7.327386e+02	1	0
chr1	5539941	5639940	7.143931e+02	1	0
chr1	5639941	5739940	6.847704e+02	1	0
chr1	5739941	5839940	5.416212e+02	1	0
chr1	5839941	5939940	3.737921e+02	1	0
chr1	5939941	6039940	2.971414e+02	1	0
chr1	6039941	6139940	2.249516e+02	1	0
chr1	6139941	6239940	1.455388e+02	1	0
chr1	6239941	6339940	1.209799e+02	0	0
chr1	6339941	6439940	1.348458e+02	0	0
chr1	6439941	6539940	1.488253e+02	0	1
chr1	6539941	6639940	2.023393e+02	0	1
chr1	6639941	6739940	2.789662e+02	0	1
chr1	6739941	6839940	3.276143e+02	0	1
chr1	6839941	6939940	3.587136e+02	0	1
chr1	6939941	7039940	3.715448e+02	0	1
chr1	7039941	7139940	4.473024e+02	0	1
chr1	7139941	7239940	5.606540e+02	0	1
chr1	7239941	7339940	6.490617e+02	0	0
chr1	7339941	7439940	6.743792e+02	0	0
chr1	7439941	7539940	6.142093e+02	1	0
chr1	7539941	7639940	5.268985e+02	1	0
chr1	7639941	7739940	4.590637e+02	1	0
chr1	7739941	7839940	4.604555e+02	1	0
chr1	7839941	7939940	4.460391e+02	0	0
chr1	7939941	8039940	4.074977e+02	0	0
chr1	8039941	8139940	4.017811e+02	0	0
chr1	8139941	8239940	3.709713e+02	0	0
chr1	8239941	8339940	3.372502e+02	0	0
chr1	8339941	8439940	3.407448e+02	0	0
chr1	8439941	8539941	3.660736e+02	0	0
chr1	8539942	8639941	3.704670e+02	0	0
chr1	8639942	8739941	3.437110e+02	1	0
chr1	8739942	8839941	2.755613e+02	0	0
chr1	8839942	8939941	1.921443e+02	0	0
chr1	8939942	9039941	1.847606e+02	0	0
chr1	9039942	9139941	2.198081e+02	0	0
chr1	9139942	9239941	2.375983e+02	0	0
chr1	9239942	9339941	2.026332e+02	0	0
chr1	9339942	9439941	1.287192e+02	0	0
chr1	9439942	9539941	1.396176e+02	0	0
chr1	9539942	9639942	1.984687e+02	0	0
chr1	9639943	9739942	2.122884e+02	0	0
chr1	9739943	9839942	2.083920e+02	0	0
chr1	9839943	9939942	2.010615e+02	0	0
chr1	9939943	10039942	2.079314e+02	0	0
chr1	10039943	10139942	2.256270e+02	0	0
chr1	10139943	10239942	2.425909e+02	0	0
chr1	10239943	10339942	2.720707e+02	0	0
chr1	10339943	10439943	2.650372e+02	0	0
chr1	10439944	10539943	2.638124e+02	0	0
chr1	10539944	10639943	2.738404e+02	0	0
chr1	10639944	10739943	2.097235e+02	0	0
chr1	10739944	10839943	1.614408e+02	0	0
chr1	10839944	10939943	1.444922e+02	0	0
chr1	10939944	11039943	1.573904e+02	0	0
chr1	11039944	11139943	2.008517e+02	0	0
chr1	11139944	11239943	2.652265e+02	0	0
chr1	11239944	11339943	2.786616e+02	0	0
chr1	11339944	11439943	2.351690e+02	0	0
chr1	11439944	11539943	2.257139e+02	0	0
chr1	11539944	11639943	1.987186e+02	0	0
chr1	11639944	11739943	1.788526e+02	0	0
chr1	11739944	11839943	1.846330e+02	0	0
chr1	11839944	11939943	1.943365e+02	0	0
chr1	11939944	12039943	2.034800e+02	0	0
chr1	12039944	12139943	2.224471e+02	0	0
chr1	12139944	12239943	2.183047e+02	0	0
chr1	12239944	12339943	2.382851e+02	0	0
chr1	12339944	12439944	2.514364e+02	0	0
chr1	12439945	12539974	2.276369e+02	0	1
chr1	12539975	12639979	2.181085e+02	0	1
chr1	12639980	12740043	2.744580e+02	0	1
chr1	12740044	12840147	3.997676e+02	0	1
chr1	12840148	12940170	5.115616e+02	0	1
chr1	13473533	13573505	4.756753e+02	0	0
chr1	13573506	13673505	4.959998e+02	0	0
chr1	13673506	13773505	5.011851e+02	0	0
chr1	13773506	13873505	4.987511e+02	0	1
chr1	13873506	13973505	5.082776e+02	0	1
chr1	13973506	14073505	5.651337e+02	0	1
chr1	14073506	14173505	6.443536e+02	0	1
chr1	14173506	14273505	7.355456e+02	0	1
chr1	14273506	14373504	7.953170e+02	0	0
chr1	14373505	14473504	7.790359e+02	0	0
chr1	14473505	14573504	7.174080e+02	0	0
chr1	14573505	14673504	6.909411e+02	1	0
chr1	14673505	14773504	6.758129e+02	1	0
chr1	14773505	14873504	6.648311e+02	1	0
chr1	14873505	14973504	6.157282e+02	1	0
chr1	14973505	15073504	5.129968e+02	1	0
chr1	15073505	15173504	4.162685e+02	1	0
chr1	15173505	15273504	3.387900e+02	1	0
chr1	15273505	15373504	2.998773e+02	1	0
chr1	15373505	15473505	2.708406e+02	0	0
chr1	15473506	15573505	2.750495e+02	0	0
chr1	15573506	15673505	3.108481e+02	0	0
chr1	15673506	15773505	2.923777e+02	0	0
chr1	15773506	15873505	2.753466e+02	0	0
chr1	15873506	15973505	2.937963e+02	0	0
chr1	15973506	16073505	2.445735e+02	0	0
chr1	16073506	16173505	1.523139e+02	0	0
chr1	16173506	16273505	1.688467e+02	0	0
chr1	16273506	16373505	2.319793e+02	0	0
chr1	16373506	16473505	2.458912e+02	0	0
chr1	16473506	16573505	2.473298e+02	0	1
chr1	16573506	16673505	2.970971e+02	0	1
chr1	16673506	16773505	3.088748e+02	0	0
chr1	16873506	16973505	5.110307e+02	0	0
chr1	16973506	17073505	4.190256e+02	0	0
chr1	17073506	17173505	3.367133e+02	0	0
chr1	17173506	17273505	3.302012e+02	0	0
chr1	17273506	17373505	3.412549e+02	0	0
chr1	17373506	17473504	3.619208e+02	0	1
chr1	17473505	17573505	4.069778e+02	0	1
chr1	17573506	17673505	4.577457e+02	0	1
chr1	17673506	17773505	5.017990e+02	0	1
chr1	17773506	17873506	5.852703e+02	0	1
chr1	17873507	17973506	6.678780e+02	0	1
chr1	17973507	18073506	7.104678e+02	0	0
chr1	18073507	18173506	6.995551e+02	0	0
chr1	18173507	18273506	6.617521e+02	0	0
chr1	18273507	18373506	6.516369e+02	1	0
chr1	18373507	18473506	6.820488e+02	1	0
chr1	18473507	18573506	6.680352e+02	1	0
chr1	18573507	18673506	5.626268e+02	1	0
